Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point
Bronx,Bedford Park,NW Bainbridge Avenue & East Mosholu Parkway S,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,,,,,,52,7112,
Bronx,Parkchester,Parkchester,Westchester Ave and White Plains Rd.,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,209,18,72,,,40.83343,-73.861655,43,7009,POINT (-73.861655 40.83343)
Manhattan,Harlem (South),NW West 114 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,6798,
Brooklyn,Crown Heights (North),SE Classon Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6870,
Manhattan,Chelsea-Hudson Yards,Hudson River Park Pier 66 at W 26 St,Pier 66 at W 26 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,,,,40.752222,-74.008278,10,6738,POINT (-74.008278 40.752222)
Queens,Queensbridge-Ravenswood-Dutch Kills,SE 40th Avenue & 10th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,,,,,,114,7041,
Queens,Long Island City-Hunters Point,The Connected Chef,49-09 5th Street and 49th Avenue,The Connected Chef,Year Round,Fridays and Saturdays (Start Time: Fridays-8:30AM/Saturdays-9AM - End Time:  Fridays-3:30PM/Saturdays-2PM),"Not accepted: meat, bones, or dairy",,402,26,,,,40.74387,-73.9562,108,7141,POINT (-73.9562 40.74387)
Brooklyn,Bushwick (West),EL Garden,"120 Jefferson St, Brooklyn, NY 11206",EL Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.facebook.com/elgardenbushwickpage/,304,34,,,,40.69955,-73.93066,83,6934,POINT (-73.93066 40.69955)
Manhattan,Tribeca-Civic Center,Hudson River Park's Pier 25 at N. Moore St.,Pier 25 at N. Moore St. near kid's playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,101,1,,,,40.7202214,-74.0128434,1,6719,POINT (-74.0128434 40.7202214)
Brooklyn,Bushwick (East),Moffat Street Community Garden,"9 Moffat St, Brooklyn, NY 11207",Moffat St Community Garden,Year Round,Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",,304,37,,,,40.6843647,-73.9107326,83,6953,POINT (-73.9107326 40.6843647)
Manhattan,Hell's Kitchen,Mathews-Palmer Park,"437 W 45 St, New York, NY 10036",Mathews-Palmer Park,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),"Please register to participate at bit.ly/HKcompost Setup is inside the park gate, under the mosaic panels, to the right of the park house door. Lids must remain closed and all food scraps must be placed INSIDE the bins",,104,3,,,,40.76113,-73.99292,18,6734,POINT (-73.99292 40.76113)
Brooklyn,East New York-New Lots,Rockaway Avenue Community Compost Site,"1149 Rockaway Avenue, Brooklyn NY, 11236",NYC Compost Project Hosted by LES Ecology Center,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,318,42,,,,40.6516768,-73.9059912,69,7085,POINT (-73.9059912 40.6516768)
Brooklyn,Ocean Hill,Phoenix Community Garden,"36 Somers Street, Brooklyn, NY 11233",Phoenix Community Garden,March - November,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.phoenixcommunitygarden.org/,316,41,,,,40.6785,-73.912,73,6821,POINT (-73.912 40.6785)
Bronx,West Farms,NW Daly Avenue & Elsmere Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,7097,
Brooklyn,Williamsburg,McCarren Park Greenmarket,N 12th St and Driggs Ave,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,301,33,,,,40.71974,-73.953394,94,6981,POINT (-73.953394 40.71974)
Brooklyn,Bushwick (East),NW Bushwick Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6966,
Brooklyn,East New York (North),East New York Farms: Concerned Residents of Barbey Street Community Garden,"351 Barbey St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,,,,40.6742335,-73.8878004,75,7080,POINT (-73.8878004 40.6742335)
Manhattan,East Harlem (South),SE East 100th Street & 1st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,23,6816,
Brooklyn,Crown Heights (North),SE Schenectady Avenue & Sterling Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6865,
Queens,Woodside,Rusty Wheelbarrow Farm,"72-2 Woodside Ave, Woodside, NY 11377",Rusty Volunteers,Year Round,Saturdays (Start Time: 10:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.bigreuse.org/,402,26,,,,40.7427093,-73.892547,108,7144,POINT (-73.892547 40.7427093)
Brooklyn,Bedford-Stuyvesant (East),NE Throop Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6880,
Queens,Douglaston-Little Neck,St. Anastasia Roman Catholic Church,246-02 Northern Blvd; Enter the path to the right of the school yard to the student garden,St. Anastasia Roman Catholic Church,Year Round,Fridays and Saturdays (Start Time: Fridays 8 AM; Saturdays 12 PM - End Time:  Fridays 12 PM; Saturdays 12:30 PM),"Not accepted: meat, bones, or dairy",https://www.sta.nyc/,411,19,,,,40.7657836,-73.7408196,111,7158,POINT (-73.7408196 40.7657836)
Brooklyn,Kensington,Albemarle Road and McDonald Avenue,"southwest corner of McDonald Avenue and Albemarle Road, near Church Avenue F subway entrance",NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,39,,,,40.64491,-73.97997,66,6926,POINT (-73.97997 40.64491)
Queens,Jackson Heights,Closed for the Season: JH Scraps,"35-20 69th Street, Jackson Heights, NY 11372",Volunteers at JH Scraps,Seasonal,Saturdays (Start Time: 11:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.jhbg.org/2020/07/28/jh-scraps-reopens,402,26,,,,40.750278,-73.89678,115,7026,POINT (-73.89678 40.750278)
Brooklyn,Bedford-Stuyvesant (East),NW Patchen Avenue & Fulton Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,6833,
Manhattan,Harlem (North),SE West 151 Street & Macombs Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,32,6794,
Bronx,Mount Eden-Claremont (West),New Settlement- 170 Farm Stand,New Settlement Community Center 1501 Jerome Ave.,New Settlement- 170 Farm Stand,July 14th-November 24th,Wednesdays (Start Time: 2:30 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",http://www.newsettlementcommunitycenter.org/,204,16,,,,40.840005,-73.916636,44,6998,POINT (-73.916636 40.840005)
Bronx,Throgs Neck-Schuylerville,NE Lafayette Avenue & Cross Bronx Expressway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,,,,,,45,7129,
Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Cortelyou Greenmarket,Argyle Rd and Cortelyou Rd,GrowNYC,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,314,40,,,,40.641438,-73.966333,70,7070,POINT (-73.966333 40.641438)
Brooklyn,Coney Island-Sea Gate,PS 90 Coney Island,"2840 W 12th Street, Brooklyn, NY 11224",PS 90 Coney Island,Year Round,Wednesdays (Start Time: 7:30 AM - End Time:  10:30 AM),"Not accepted: meat, bones, or dairy",,313,47,,,,40.5782545,-73.979703,60,6783,POINT (-73.979703 40.5782545)
Bronx,Soundview-Clason Point,NE Taylor Avenue & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,,,,,,43,7013,
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Hoyt,"Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that?s officially called SITTING AREA",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,,,,40.77538,-73.92302,114,7045,POINT (-73.92302 40.77538)
Brooklyn,Windsor Terrace-South Slope,Prospect Farm,"1194 Prospect Ave, Brooklyn, NY 11218",Prospect Farm,Year Round,Wednesdays and Saturdays (Start Time: Wednesdays at 5 PM; Saturdays at 11:00:00 AM - End Time:  Wednesdays at 6 PM; Saturdays at 12:00:00 PM),"Not accepted: meat, bones, or dairy",https://prospectfarm.org/composting/,307,39,,,,40.654139,-73.976444,72,6766,POINT (-73.976444 40.654139)
Queens,South Jamaica,Discovery Community Garden,"108-56 Union Hall St, Jamaica, NY 11433",NYC Compost Project Hosted by Big Reuse,Year Round,Wednesdays (Start Time: 1:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",,412,28,,,,40.6944987,-73.7913159,103,7161,POINT (-73.7913159 40.6944987)
Staten Island,West New Brighton-Silver Lake-Grymes Hill,SW Campbell Avenue & Henderson Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,7176,
Bronx,University Heights (North)-Fordham,SW East 193rd Street & Grand Concourse,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,14,,,,,,52,7109,
Brooklyn,Bedford-Stuyvesant (West),SW Nostrand Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6894,
Queens,Old Astoria-Hallets Point,SE 31st Avenue & 14th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7065,
Bronx,Westchester Square,NE Glebe Avenue & Zerega Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,18,,,,,,45,7126,
Manhattan,East Harlem (North),CLOSED FOR THE SEASON: Lydia's Magic Garden,"1665 Park Avenue, Manhattan 10035 between 117th and 118th Streets",Lydia's Magic Garden,Seasonal,"Tuesday-Sunday (Start Time: Tuesday 5:00 PM; Wednesday 7:30AM; Thursday 6:00 PM; Friday 8:00 AM; Saturday 10:00 AM; Sunday 10:00 AM - End Time:  Tuesday 7:00 PM; Wednesday 9:00 AM; Thursday 7:00PM; Friday 10:00 AM, Saturday 12:00 PM; Sunday 12:00 PM)","Bring food scraps inside the garden to place in the compost tumbler. Not accepted: meat, bones, or dairy",https://www.facebook.com/lydiasmagicgarden/,111,8,,,,40.80014,-73.94232,25,6806,POINT (-73.94232 40.80014)
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Greene Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6949,
Brooklyn,Bushwick (West),NE Bushwick Avenue & Dekalb Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,6938,
Manhattan,Morningside Heights,SE West 123 Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,6751,
Brooklyn,Bushwick (East),SW Irving Avenue & Schaefer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6977,
Manhattan,Financial District-Battery Park City,SmartComposting: Zuccotti Park,Zuccotti Park (East side),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,13,1000627501,1000000,40.70905,-74.01072,1,6706,POINT (-74.01072 40.70905)
Manhattan,Inwood Hill Park,Inwood Greenmarket,Seaman Ave and Isham St (N corner),GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,,,,40.870106,-73.920792,34,6912,POINT (-73.920792 40.870106)
Manhattan,Harlem (South),SW West 122 Street & Malcolm X Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,,,,,,28,6801,
Brooklyn,Bedford-Stuyvesant (East),NW Lewis Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,81,6838,
Bronx,Tremont,SW Bathgate Avenue & East 182 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,7102,
Brooklyn,Bushwick (East),NW Knickerbocker Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6970,
Manhattan,West Village,Hudson River Park Pier 46 at Charles St,Pier 46 at Charles St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,102,3,,,,40.734225,-74.010722,6,6897,POINT (-74.010722 40.734225)
Queens,Astoria (East)-Woodside (North),SE 31st Avenue & 49th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7033,
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6884,
Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,,,,40.742827,-74.0078384,10,6737,POINT (-74.0078384 40.742827)
Brooklyn,Crown Heights (North),SW Rogers Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,77,6869,
Manhattan,Morningside Heights,SW West 114th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,26,6752,
Brooklyn,Prospect Heights,SW Vanderbilt Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,,,,,,78,6774,
Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Rossville,Gladwin St and Pitney Ave,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,503,51,,,,40.530764,-74.222539,123,7148,POINT (-74.222539 40.530764)
Bronx,Morrisania,Morrisania,McKinley Square at 169th St & Boston Rd,GrowNYC,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,203,17,,,,40.831187,-73.900567,42,7016,POINT (-73.900567 40.831187)
Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",NYC Compost Project Hosted by LES Ecology Center,Year Round,Sundays (Start Time: 8:00 AM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,,,,40.725995,-73.983207,9,6922,POINT (-73.983207 40.725995)
Queens,Queensbridge-Ravenswood-Dutch Kills,NE 35th Avenue & 12th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,,,,,,114,7038,
Staten Island,Westerleigh-Castleton Corners,NW Houston Street & Willowbrook Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,50,,,,,,121,7154,
Bronx,Morris Park,Albert Einstein College of Medicine (AECOM) Garden Club,Near 1975 Eastchester Road,Volunteers at Einstein Community Garden,Year Round,Wednesdays (Start Time: 4:00 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",,211,13,,,,40.8532261,-73.8434618,49,7133,POINT (-73.8434618 40.8532261)
Brooklyn,Prospect Park,Nurture BK,"Prospect Park, West of the entrance on Parkside Av (& Ocean Av)",Nurture BK,Year Round,Sundays (Start Time: 9:00 AM - End Time:  11:00 AM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/nurturebk_compost/,355,39,,,,40.654917,-73.962083,78,6779,POINT (-73.962083 40.654917)
Bronx,Concourse-Concourse Village,NW Morris Avenue & East 163rd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,,,,,,44,6994,
Bronx,Mount Eden-Claremont (West),SE Townsend Avenue & East 174th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,,,,,,44,7001,
Queens,Bellerose,Queens County Farm Museum,"73-50 Little Neck Parkway, Queens, NY 11004",Staff at Queens County Farm Museum,Year Round,Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM),"*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off. Not accepted: meat, bones, or dairy",http://queensfarm.org/,413,23,,,,40.748406,-73.721002,105,7165,POINT (-73.721002 40.748406)
Brooklyn,Sunset Park (Central),Sunset Park FSDO,7th Ave & 44th St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,307,38,,,,40.646152,-74.002213,72,6762,POINT (-74.002213 40.646152)
Manhattan,Washington Heights (North),SE Sickles Street & Nagle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,34,6911,
Manhattan,East Harlem (North),SW East 123rd Street & 2nd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,,,,,,25,6811,
Brooklyn,Bedford-Stuyvesant (East),SW Albany Avenue & Herkimer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6879,
Brooklyn,Bushwick (East),SE Knickerbocker Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6974,
Brooklyn,Crown Heights (North),NE Rogers Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,,,,,,77,6858,
Brooklyn,East New York-New Lots,East New York Farms: Success Community Garden,461 Williams Avenue,East New York Farms,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",,305,42,,,,40.66469,-73.8975,75,7077,POINT (-73.8975 40.66469)
Brooklyn,Bushwick (West),NW Central Avenue & Stanhope Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,,,,,,83,6945,
Brooklyn,Bushwick (West),NE Knickerbocker Avenue & Starr Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,,,,,,83,6942,
Staten Island,Rosebank-Shore Acres-Park Hill,NE Vermont Avenue & Hylan Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,,,,,,120,7180,
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,,,,,,79,6890,
Queens,Astoria (Central),NW Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,,,,,,114,7058,
Queens,Astoria (Central),PS 17 Wellness Council & Q300 Green Team,"28-37 29th Street, Queens, NY, 11102",Volunteers at PS17,September - June,Fridays (Start Time: 2:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.ps17queens.com/,401,22,,,,40.767878,-73.923199,114,7048,POINT (-73.923199 40.767878)
Brooklyn,Crown Heights (North),SE Rochester Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,41,,,,,,77,6843,
Manhattan,Washington Heights (South),NE Amsterdam Avenue & West 155th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,,,,,,33,6916,
Brooklyn,Bedford-Stuyvesant (East),NW Howard Avenue & Marion Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,,,,,,81,6826,
Bronx,Belmont,SW East 187th Street & Southern Boulevard,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,,,,,,48,7105,
Bronx,Melrose,Rainbow Garden of Health,"757 Melrose Ave Bronx, NY 10451",,Year Round,"Wednesdays, Thursdays, Saturdays (Start Time: 10:00 AM - End Time:  W&Th 1:00 PM, Sat 2:00 PM)","Not accepted: meat, bones, or dairy",,201,17,,,,40.8215402,-73.9155499,40,6989,POINT (-73.9155499 40.8215402)
Manhattan,Hamilton Heights-Sugar Hill,NW Amsterdam Avenue & W 152 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,,,,,,30,6747,
Manhattan,Financial District-Battery Park City,SmartComposting: Cedar & William Streets,Cedar and William Streets (Northeast corner),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,,,,40.70739,-74.00853,1,6710,POINT (-74.00853 40.70739)
Brooklyn,Brighton Beach,Brighton Beach Avenue and Ocean Parkway,Southeast corner of Brighton Beach Avenue and Ocean Parkway (Same corner as Big Bazaar Supermarket),NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,313,48,,,,40.5761925,-73.9684342,60,6784,POINT (-73.9684342 40.5761925)
Bronx,University Heights (South)-Morris Heights,CLOSED 3/30/23 Community Access - Davidson Ave,1750 Davidson Ave,GrowNYC,Year Round,Thursdays (Start Time: 8:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",www.communityaccess.org/,205,14,,,,40.848245,-73.913085,46,7090,POINT (-73.913085 40.848245)
Manhattan,West Village,Abingdon Square Greenmarket,W 12th St and 8th Ave,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,102,3,,,,40.737472,-74.005095,6,6901,POINT (-74.005095 40.737472)
